484998,-52.998067,54.24918,-106.22373,-0.640816,-0.087962,-0.562529,0.514955
485038,-52.077945,54.302292,-105.670635,-0.642617,-0.090761,-0.558969,0.516101
485098,-51.273615,54.327639,-105.198464,-0.644113,-0.093148,-0.555793,0.517239
485118,-50.969774,54.37351,-104.983395,-0.644857,-0.094118,-0.55473,0.517277
485138,-50.700651,54.433725,-104.780634,-0.645577,-0.09505,-0.553858,0.517143
485178,-50.430859,54.524246,-104.678946,-0.645848,-0.096676,-0.552991,0.517431
485198,-50.450089,54.546724,-104.724599,-0.645667,-0.096936,-0.553105,0.517486
485218,-50.512456,54.560398,-104.796139,-0.645403,-0.097021,-0.553366,0.517521
485238,-50.608655,54.571907,-104.914219,-0.644956,-0.097125,-0.553734,0.517665
485258,-50.837515,54.572897,-105.111147,-0.644261,-0.096797,-0.554605,0.517661
485278,-51.141181,54.546157,-105.343756,-0.643453,-0.09604,-0.555704,0.517627
485298,-51.45968,54.514233,-105.604751,-0.642525,-0.095309,-0.556833,0.517702
485318,-51.854728,54.481837,-105.940892,-0.641317,-0.094516,-0.558248,0.517821
485378,-54.194505,54.257554,-107.968434,-0.633887,-0.089952,-0.566594,0.518717
485418,-56.865607,53.803203,-110.356637,-0.624687,-0.08413,-0.575772,0.520744
485438,-58.363099,53.449516,-111.736198,-0.619109,-0.080565,-0.580788,0.522398
485458,-59.963358,52.992678,-113.241804,-0.612607,-0.076698,-0.586058,0.524753
485478,-61.55514,52.424953,-114.900311,-0.605207,-0.072907,-0.591141,0.528168
485518,-65.055708,50.960076,-118.637777,-0.587301,-0.064281,-0.602509,0.536589
485538,-67.254134,50.012387,-120.66816,-0.576885,-0.057522,-0.610221,0.53993
485558,-69.614012,48.870099,-122.82497,-0.565034,-0.04953,-0.618884,0.543384
485578,-71.878315,47.585969,-124.999702,-0.552108,-0.041733,-0.627196,0.547778
485598,-73.788767,46.15363,-127.1421,-0.53819,-0.034878,-0.634105,0.554117
485618,-75.26822,44.601142,-129.27346,-0.523226,-0.02954,-0.639217,0.562818
485658,-77.835572,41.278624,-133.256485,-0.492101,-0.018534,-0.648443,0.58053
485678,-79.31816,39.420082,-135.117029,-0.47561,-0.010618,-0.654441,0.587698
485698,-80.69348,37.47651,-136.908915,-0.458499,-0.002571,-0.66017,0.594935
485718,-81.589827,35.498009,-138.647335,-0.440927,0.003791,-0.663663,0.604252
485738,-82.094291,33.525622,-140.295747,-0.423366,0.008945,-0.665274,0.614892
485818,-85.135453,25.012289,-146.644339,-0.346669,0.036759,-0.678399,0.646718
486138,-88.647987,-6.568543,-158.908244,-0.091306,0.167906,-0.678297,0.709495
486158,-88.881955,-8.004709,-159.246475,-0.080165,0.174777,-0.678079,0.70939
486178,-89.365539,-9.415925,-159.563451,-0.068863,0.181712,-0.679352,0.707616
486218,-89.430583,-12.027035,-160.234653,-0.048644,0.193404,-0.676561,0.708868
486238,-89.175722,-13.269525,-160.526862,-0.039667,0.199,-0.673349,0.710934
486278,-89.879019,-15.417907,-160.891472,-0.022968,0.209797,-0.674513,0.707453
486318,-90.829167,-17.080172,-161.090695,-0.009685,0.218503,-0.677623,0.702132
486418,-91.435128,-20.003836,-161.020289,0.009295,0.235823,-0.675392,0.698675
486478,-91.433516,-21.02429,-160.764034,0.014102,0.243173,-0.672713,0.69866
486558,-91.811294,-22.11068,-160.276208,0.018747,0.252157,-0.671609,0.696424
486618,-91.890619,-22.440387,-159.9665,0.01911,0.255818,-0.670674,0.69598
486638,-91.810433,-22.548809,-159.875481,0.019058,0.256975,-0.669741,0.696454
486678,-92.149402,-22.767676,-159.657694,0.019876,0.259421,-0.670815,0.694488
486698,-92.348433,-22.828785,-159.540146,0.020002,0.260416,-0.671615,0.693337
486718,-92.415943,-22.833377,-159.436942,0.019563,0.261033,-0.671779,0.692959
486738,-92.294311,-22.808882,-159.390647,0.018852,0.261186,-0.670994,0.693681
486758,-92.232948,-22.762925,-159.356783,0.01822,0.261135,-0.67065,0.694049
486778,-92.362449,-22.716195,-159.33229,0.018073,0.260996,-0.671485,0.693298
486798,-92.564527,-22.692805,-159.312687,0.018268,0.260947,-0.672716,0.692117
486818,-92.723124,-22.704372,-159.314722,0.018715,0.260974,-0.673652,0.691184
486838,-92.744229,-22.729826,-159.342754,0.019092,0.260949,-0.673784,0.691054
486898,-92.859208,-22.856866,-159.327194,0.020062,0.261729,-0.674151,0.690373
487018,-92.685148,-22.874331,-159.344666,0.019879,0.261755,-0.673102,0.691392
487078,-92.517139,-22.789146,-159.30251,0.018706,0.261553,-0.672186,0.692391
487198,-92.542315,-22.466471,-159.384691,0.017226,0.259262,-0.673259,0.692249
487278,-92.574431,-21.275256,-159.423951,0.010033,0.252342,-0.676204,0.692078
487298,-92.558147,-20.670939,-159.380934,0.005932,0.249194,-0.677334,0.69216
487318,-92.449151,-19.931462,-159.282334,0.000448,0.245604,-0.67806,0.692758
487358,-92.059079,-17.991494,-158.987734,-0.014337,0.2363,-0.679153,0.694772
487378,-91.807373,-16.782722,-158.798278,-0.023567,0.230462,-0.679695,0.69595
487478,-90.050703,-8.841648,-157.051485,-0.086836,0.193788,-0.680355,0.701443
487538,-88.797684,-2.693528,-155.275308,-0.136902,0.166191,-0.679633,0.70124
487618,-87.685026,6.508609,-152.598297,-0.208767,0.12403,-0.681579,0.690277
487658,-87.297713,11.317556,-151.25275,-0.244684,0.101402,-0.683083,0.680621
487678,-87.047435,13.783106,-150.503533,-0.263166,0.089911,-0.683303,0.675097
487698,-86.76793,16.257638,-149.693021,-0.281822,0.078562,-0.683202,0.669059
487718,-86.461958,18.699193,-148.804236,-0.300483,0.067717,-0.682779,0.662523
487738,-86.222225,21.07591,-147.918934,-0.31844,0.05734,-0.682622,0.655237
487758,-85.991351,23.547972,-146.905034,-0.337318,0.047074,-0.682452,0.64673
487778,-85.599264,25.980805,-145.816998,-0.35611,0.036924,-0.681284,0.638494
487818,-84.322121,30.74904,-143.426473,-0.393235,0.01647,-0.676177,0.6228
487838,-83.569564,32.975689,-142.228267,-0.410364,0.006581,-0.673038,0.615287
487858,-82.807608,35.1696,-140.953029,-0.427274,-0.002884,-0.669939,0.607133
487878,-82.305337,37.274794,-139.673093,-0.443348,-0.01094,-0.668287,0.597256
487898,-82.026986,39.281968,-138.353596,-0.458796,-0.017348,-0.667845,0.585823
487918,-81.522829,41.188349,-136.966562,-0.473706,-0.023689,-0.666311,0.575388
488118,-67.426296,53.21692,-120.999274,-0.582581,-0.079978,-0.615292,0.524993
488238,-58.626895,56.003644,-112.883711,-0.617052,-0.102262,-0.586504,0.51459
488278,-56.422656,56.476601,-111.088833,-0.623693,-0.108105,-0.579295,0.513555
488298,-55.475954,56.632459,-110.289318,-0.626497,-0.110295,-0.576166,0.513196
488318,-54.544716,56.74556,-109.537615,-0.629039,-0.112393,-0.572989,0.513187
488378,-52.226208,56.934203,-107.689298,-0.635104,-0.117275,-0.564919,0.513571
488398,-51.754816,56.956251,-107.277396,-0.636476,-0.118011,-0.563287,0.513498
488418,-51.293696,56.939749,-106.852094,-0.637897,-0.118379,-0.561615,0.513481
488458,-50.154154,56.891104,-106.008853,-0.640473,-0.120299,-0.557248,0.514585
488478,-49.805507,56.868879,-105.721001,-0.641391,-0.120704,-0.555923,0.514779
488558,-48.598179,56.786439,-104.67213,-0.644806,-0.12187,-0.551371,0.515134
488598,-48.251301,56.74278,-104.448865,-0.645432,-0.122463,-0.54992,0.515759
488618,-48.270166,56.718123,-104.4509,-0.645439,-0.122205,-0.54993,0.515801
488638,-48.345541,56.712809,-104.464711,-0.645456,-0.121812,-0.550239,0.515544
