543978	-29.208727	-17.401136	161.875702	0.188311	0.105303	-0.269189	0.938609
544058	-28.751073	-17.441747	161.764998	0.188873	0.106135	-0.265583	0.93943
544118	-28.769003	-16.654522	161.896725	0.1863	0.099872	-0.264823	0.940844
544138	-28.793622	-16.704764	162.001651	0.185557	0.100492	-0.264983	0.940879
544158	-28.828063	-16.871476	162.067794	0.185367	0.101974	-0.265373	0.940647
544178	-28.96368	-17.11385	162.004246	0.186478	0.10362	-0.266781	0.939849
544198	-29.130449	-17.460175	161.850949	0.188556	0.105864	-0.26863	0.938657
544218	-29.171506	-17.886621	161.714182	0.190539	0.109012	-0.269515	0.937642
544238	-29.088307	-18.023245	161.672026	0.191068	0.110184	-0.26901	0.937543
544258	-29.006044	-17.782247	161.675386	0.190498	0.10833	-0.268094	0.938137
544278	-28.969657	-17.368683	161.651754	0.189861	0.104905	-0.267405	0.938852
544298	-28.986483	-17.014602	161.697461	0.188819	0.102045	-0.267144	0.939451
544318	-29.002742	-16.729672	161.806375	0.187389	0.099906	-0.266894	0.940038
544338	-29.036364	-16.541646	161.879732	0.186452	0.09846	-0.266917	0.94037
544358	-29.040233	-16.552989	161.943471	0.185954	0.098696	-0.266906	0.940447
544378	-29.090592	-16.746744	161.937365	0.186426	0.100209	-0.267518	0.94002
544398	-29.209557	-17.011812	161.866345	0.187629	0.10205	-0.268819	0.939211
544418	-29.229726	-17.34008	161.795884	0.188864	0.104575	-0.269374	0.938527
544438	-29.108217	-17.71004	161.792934	0.189494	0.107837	-0.268748	0.93821
544458	-28.948483	-17.866226	161.857247	0.189118	0.109547	-0.267534	0.938435
544478	-28.895307	-17.678618	161.898542	0.188369	0.108174	-0.266875	0.938932
544498	-28.9833	-17.295897	161.862001	0.188012	0.104768	-0.267251	0.939282
544538	-29.173944	-16.718565	161.808698	0.187497	0.099539	-0.268285	0.93966
544558	-29.080353	-16.547733	161.84748	0.186766	0.098364	-0.267312	0.940206
544598	-28.990174	-16.803882	161.90376	0.186724	0.100769	-0.266781	0.940111
544638	-29.290621	-17.434789	161.744344	0.189526	0.105139	-0.270014	0.938146
544658	-29.309373	-17.868758	161.747499	0.190363	0.108713	-0.270593	0.937402
544718	-29.111865	-17.392593	161.847439	0.188437	0.105325	-0.268414	0.938804
544738	-29.10389	-16.9502	161.778098	0.188138	0.101505	-0.26797	0.939411
544818	-29.027382	-16.598628	161.840636	0.186875	0.098857	-0.266935	0.94024
544878	-29.31063	-17.792778	161.79975	0.189789	0.108204	-0.270479	0.93761
544898	-29.173599	-18.016345	161.881972	0.189421	0.110478	-0.269499	0.937702
544938	-28.926258	-17.270915	161.82815	0.188189	0.104575	-0.26679	0.9394
544958	-28.886082	-16.884275	161.730096	0.188211	0.101203	-0.266161	0.939943
544998	-28.903455	-16.442355	161.698622	0.18763	0.097432	-0.265881	0.940537
545058	-29.244777	-17.163915	161.815883	0.188371	0.103136	-0.269304	0.938805
545078	-29.296788	-17.568001	161.818479	0.189185	0.106408	-0.270128	0.938039
545098	-29.167442	-17.947804	161.858121	0.189477	0.109864	-0.269404	0.93779
545198	-28.902574	-16.464253	161.646221	0.188101	0.097494	-0.265941	0.940419
545258	-29.130084	-16.926293	161.802906	0.187911	0.101322	-0.268139	0.939428
545278	-29.239644	-17.26367	161.744685	0.189143	0.103804	-0.269426	0.938541
545298	-29.234815	-17.681265	161.694483	0.190362	0.107158	-0.269848	0.937796
545318	-29.15666	-17.875739	161.692858	0.190678	0.108896	-0.269403	0.93766
545338	-29.105622	-17.617653	161.653133	0.190456	0.106748	-0.268766	0.938134
545358	-29.093655	-17.123335	161.564696	0.190212	0.10246	-0.268251	0.938809
545378	-29.163094	-16.776898	161.497651	0.190148	0.099313	-0.268525	0.939082
545398	-29.237509	-16.528093	161.523223	0.189517	0.097185	-0.268857	0.939337
545418	-29.279139	-16.43362	161.563972	0.189034	0.096428	-0.269066	0.939453
545438	-29.250142	-16.57962	161.662436	0.188489	0.097918	-0.268895	0.939457
545458	-29.217804	-16.816421	161.726134	0.188403	0.100086	-0.268815	0.939269
545478	-29.227561	-17.099169	161.723102	0.188988	0.102409	-0.269182	0.938796
545498	-29.221165	-17.440804	161.688691	0.189929	0.105173	-0.269502	0.938208
545518	-29.204899	-17.724153	161.691683	0.19044	0.107556	-0.269648	0.937792
545538	-29.220051	-17.632547	161.675427	0.190409	0.106734	-0.269696	0.937879
545558	-29.252652	-17.276723	161.630184	0.190117	0.103622	-0.269649	0.9383
545578	-29.295095	-16.897494	161.562469	0.189968	0.100247	-0.269673	0.93869
545598	-29.315882	-16.637147	161.570201	0.189413	0.098071	-0.269571	0.939061
545618	-29.279238	-16.49649	161.602617	0.188841	0.09704	-0.269099	0.939419
545638	-29.18979	-16.574567	161.65215	0.188512	0.097952	-0.268404	0.939589
545658	-29.091353	-16.812434	161.718403	0.188348	0.100243	-0.267781	0.939558
545678	-29.055283	-17.122125	161.759493	0.188581	0.102968	-0.267761	0.939223
545718	-29.190644	-17.901058	161.715425	0.190575	0.109103	-0.269684	0.937576
545778	-29.254639	-17.533751	161.648926	0.190466	0.105795	-0.269905	0.937913
545818	-29.220219	-16.745647	161.540722	0.189784	0.09906	-0.268923	0.939068
545838	-29.09749	-16.488548	161.5874	0.188796	0.097238	-0.267614	0.939832
545858	-28.988706	-16.490259	161.62849	0.18837	0.097527	-0.266689	0.94015
